Respondent ID,Collector ID,Start Date,End Date,Device_Question,Age_Question,Gender,City,State,Zip Code,Country,Income_Question,Food_Preference,Google,Age,Gender,Household Income,Region,Device Type,Item,Item_Price
6817453495,173013020,4/10/18 15:44,4/10/18 15:48,Laptop/Desktop,65,Male,Honolulu,HI,96825-1828,United States,85000,Vegetarian,"No, but I was tempted to.",> 60,Male,"$75,000-$99,999",Pacific,MacOS Desktop / Laptop,Item4_RobotoSlab,10
6817436793,173013020,4/10/18 15:35,4/10/18 15:39,Laptop/Desktop,20,Do not wish to answer.,Somewhere,OR,9777,USA,7,Omnivore,No.,18-29,Female,"$25,000-$49,999",Pacific,Windows Desktop / Laptop,Item4_Roboto,20
6817395543,173013020,4/10/18 15:13,4/10/18 15:25,Laptop/Desktop,63,Female,New York,NY,10028,USA,0,Pescatarian,No.,45-60,Female,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,Item4_JosefinSans,16
6817395029,173013020,4/10/18 15:11,4/10/18 15:38,Laptop/Desktop,33,Female,Phoenix,AZ,85015,United States,22000,Vegan,No.,30-44,Female,"$25,000-$49,999",Mountain,Windows Desktop / Laptop,Item4_Roboto,15
6817383490,173013020,4/10/18 15:07,4/10/18 15:13,Laptop/Desktop,51,Female,Mesa,AZ,85204,USA,0,Other,No.,45-60,Female,"$75,000-$99,999",Mountain,Windows Desktop / Laptop,Item4_Roboto,7
6817378281,173013020,4/10/18 15:05,4/10/18 15:09,Laptop/Desktop,19,Female,Cypress,TX,77433,United States,220000,Vegetarian,No.,18-29,Female,Prefer not to answer,West South Central,MacOS Desktop / Laptop,Item4_RobotoSlab,15
6817378130,173013020,4/10/18 15:04,4/10/18 15:11,Laptop/Desktop,65,Female,Lithonia,GA,30038,USA,29999,Other,No.,> 60,Female,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,Item4_JosefinSlab,25
6817377084,173013020,4/10/18 15:04,4/10/18 15:08,Laptop/Desktop,50,Female,Nosytown,ME,1001,USA,0,Vegetarian,No.,45-60,Female,Prefer not to answer,New England,Windows Desktop / Laptop,Item4_Roboto,18
6817352197,173013020,4/10/18 14:52,4/10/18 14:56,Laptop/Desktop,53,Female,Spokane,WA,99207,usa,53000,Omnivore,No.,45-60,Female,"$75,000-$99,999",Pacific,Windows Desktop / Laptop,Item4_Roboto,11
6817311134,173013020,4/10/18 14:33,4/10/18 14:40,Laptop/Desktop,83,Female,Hillsboro,OR,97124,USA,35000,Omnivore,No.,> 60,Female,"$25,000-$49,999",Pacific,Windows Desktop / Laptop,Item4_Roboto,10
6817292488,173013020,4/10/18 14:25,4/10/18 14:28,Laptop/Desktop,52,Do not wish to answer.,town,NY,11901,usa,0,Omnivore,No.,45-60,Female,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,Item4_Roboto,30
6817285952,173013020,4/10/18 14:22,4/10/18 14:27,Laptop/Desktop,78,Female,Fleetwood,PA,19522,United States,50000,Omnivore,No.,> 60,Female,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,Item4_PTSerif,8
6817276066,173013020,4/10/18 14:17,4/10/18 14:22,Laptop/Desktop,33,Female,Watertown,WI,53098,United States,35000,Other,No.,30-44,Female,"$10,000-$24,999",East North Central,Windows Desktop / Laptop,Item4_RobotoSlab,10.99
6817266105,173013020,4/10/18 14:12,4/10/18 14:20,Laptop/Desktop,64,Male,anytown,HI,96750,US,0,Omnivore,No.,> 60,Male,Prefer not to answer,Pacific,Windows Desktop / Laptop,Item4_JosefinSans,14.99
6817258612,173013020,4/10/18 14:09,4/10/18 14:23,Laptop/Desktop,66,Female,forestville,MD,20747,usa,500000,Omnivore,No.,> 60,Female,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,Item4_PTSerif,25
6817252406,173013020,4/10/18 14:07,4/10/18 14:14,Laptop/Desktop,63,Male,west mifflin,PA,15122,USA,124000,Omnivore,No.,> 60,Male,"$100,000-$124,999",Middle Atlantic,Windows Desktop / Laptop,Item4_Roboto,18
6817251274,173013020,4/10/18 14:07,4/10/18 14:12,Laptop/Desktop,51,Male,los angeles,CA,90065,USA,300000,Omnivore,No.,45-60,Female,"$200,000+",Pacific,MacOS Desktop / Laptop,Item4_JosefinSlab,20
6817236842,173013020,4/10/18 14:01,4/10/18 14:06,Laptop/Desktop,43,Do not wish to answer.,denver,CO,80203,usa,1,Vegetarian,No.,30-44,Female,"$100,000-$124,999",Mountain,Windows Desktop / Laptop,Item4_PTSerif,14
6817233037,173013020,4/10/18 13:59,4/10/18 14:03,Laptop/Desktop,69,Female,waterford,CT,6385,US,100000,Omnivore,No.,> 60,Female,"$100,000-$124,999",New England,Windows Desktop / Laptop,Item4_RobotoSlab,12
6817229399,173013020,4/10/18 13:58,4/10/18 14:01,Laptop/Desktop,20,Female,san marcos,CA,92078,America,2000,Other,No.,18-29,Female,"$0-$9,999",Pacific,MacOS Desktop / Laptop,Item4_Roboto,25
6817220903,173013020,4/10/18 13:54,4/10/18 13:58,Laptop/Desktop,45,Female,Tarzana,CA,91356,United States,125000,Other,No.,45-60,Female,"$100,000-$124,999",Pacific,Windows Desktop / Laptop,Item4_JosefinSans,15
6817219950,173013020,4/10/18 13:54,4/10/18 14:20,Laptop/Desktop,58,Female,Amarillo,TX,79106,USA,37000,Other,No.,45-60,Female,"$50,000-$74,999",West South Central,Windows Desktop / Laptop,Item4_PTSerif,50
6817216485,173013020,4/10/18 13:53,4/10/18 13:55,Laptop/Desktop,46,Female,grove city,OH,43123,usa,1500,Other,No.,45-60,Female,"$10,000-$24,999",East North Central,Windows Desktop / Laptop,Item4_RobotoSlab,5
6817197658,173013020,4/10/18 13:45,4/10/18 13:53,Laptop/Desktop,63,Female,Watkins Glen,NY,14891,United States,22000,Other,No.,> 60,Female,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop,Item4_JosefinSans,30
6817191208,173013020,4/10/18 13:43,4/10/18 13:48,Laptop/Desktop,81,Male,sacramento,CA,95826,sacramento,200000,Omnivore,No.,> 60,Male,"$100,000-$124,999",Pacific,Windows Desktop / Laptop,Item4_PTSans,15
6817181489,173013020,4/10/18 13:39,4/10/18 13:44,Laptop/Desktop,63,Female,columbus,OH,43085,usa,30000,Omnivore,No.,> 60,Female,"$50,000-$74,999",East North Central,Windows Desktop / Laptop,Item4_PTSans,14
6817176319,173013020,4/10/18 13:36,4/10/18 13:49,Laptop/Desktop,62,Female,Spokane,WA,99205,USA,15000,Omnivore,No.,> 60,Female,"$10,000-$24,999",Pacific,Other,Item4_PTSans,9
6817172489,173013020,4/10/18 13:36,4/10/18 13:41,Laptop/Desktop,59,Female,Franklinton,NC,27525,United States,180000,Vegetarian,"No, but I was tempted to.",45-60,Female,"$175,000-$199,999",South Atlantic,Windows Desktop / Laptop,Item4_PTSerif,50
6817123982,173013020,4/10/18 13:18,4/10/18 13:21,Laptop/Desktop,21,Female,Stillwater ,OK,74074,USA,0,Omnivore,No.,18-29,Female,"$0-$9,999",West South Central,MacOS Desktop / Laptop,Item4_PTSans,20
6817112384,173013020,4/10/18 13:14,4/10/18 13:18,Laptop/Desktop,52,Female,lawrence,KS,66046,usa,40000,Omnivore,No.,45-60,Female,"$25,000-$49,999",West North Central,Windows Desktop / Laptop,Item4_JosefinSans,9.99
6817105650,173013020,4/10/18 13:12,4/10/18 13:15,Laptop/Desktop,32,Male,clinton,UT,84015,usa,100000,Omnivore,No.,30-44,Male,Prefer not to answer,Mountain,Windows Desktop / Laptop,Item4_PTSans,37.99
6817099173,173013020,4/10/18 13:09,4/10/18 13:13,Laptop/Desktop,50,Female,Canton,MI,48187-3611,United States,80000,Vegan,No.,45-60,Female,"$100,000-$124,999",East North Central,Windows Desktop / Laptop,Item4_JosefinSans,9
6817095222,173013020,4/10/18 13:08,4/10/18 13:12,Laptop/Desktop,69,Male,Pembroke,NH,3301,USA,40000,Omnivore,No.,> 60,Male,"$25,000-$49,999",New England,MacOS Desktop / Laptop,Item4_Roboto,0
6817094569,173013020,4/10/18 13:08,4/10/18 13:11,Laptop/Desktop,41,Female,Basehor,KS,66007,United States,113000,Omnivore,No.,30-44,Female,Prefer not to answer,West North Central,Windows Desktop / Laptop,Item4_PTSans,30
6817074106,173013020,4/10/18 13:01,4/10/18 13:04,Laptop/Desktop,64,Male,Lakewood,CO,80232,USA,80000,Omnivore,No.,> 60,Male,"$75,000-$99,999",Mountain,MacOS Desktop / Laptop,Item4_RobotoSlab,20
6817057543,173013020,4/10/18 12:51,4/10/18 13:00,Laptop/Desktop,60,Male,Kansas City,MO,64137,USA,43000,Vegan,No.,> 60,Male,"$25,000-$49,999",Mountain,Windows Desktop / Laptop,Item4_JosefinSlab,15
6817053753,173013020,4/10/18 12:54,4/10/18 12:57,Laptop/Desktop,67,Female,Pasadena,CA,91105-,United States,30000,Vegan,No.,> 60,Female,"$75,000-$99,999",Pacific,MacOS Desktop / Laptop,Item4_Roboto,10
6817047782,173013020,4/10/18 12:52,4/10/18 12:56,Laptop/Desktop,19,Female,omaha,NE,68130,United States,30000,Omnivore,No.,18-29,Female,"$0-$9,999",West North Central,MacOS Desktop / Laptop,Item4_JosefinSans,8
6817045940,173013020,4/10/18 12:51,4/10/18 12:55,Laptop/Desktop,69,Female,Lincoln,NE,68507,usa,75000,Omnivore,No.,> 60,Female,"$75,000-$99,999",West North Central,Windows Desktop / Laptop,Item4_Roboto,20
6817037544,173013020,4/10/18 12:48,4/10/18 12:53,Laptop/Desktop,58,Female,Phoenix,AZ,85331,United States,110000,Pescatarian,No.,> 60,Female,"$75,000-$99,999",Mountain,Windows Desktop / Laptop,Item4_PTSans,28.99
6817025919,173013020,4/10/18 12:44,4/10/18 12:49,Laptop/Desktop,52,Female,Cincinnati,OH,45241,U.S.,45350,Omnivore,No.,45-60,Female,Prefer not to answer,East North Central,Windows Desktop / Laptop,Item4_JosefinSlab,15
6817018456,173013020,4/10/18 12:42,4/10/18 13:07,Laptop/Desktop,23,Female,not comfortable to say,CT,not comfortable to say,US,0,Vegetarian,No.,18-29,Female,"$75,000-$99,999",Middle Atlantic,MacOS Desktop / Laptop,Item4_PTSerif,19.95
6817006072,173013020,4/10/18 12:38,4/10/18 12:44,Laptop/Desktop,34,Female,DILLWYN,VA,23936,United States,60000,Omnivore,"No, but I was tempted to.",45-60,Female,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,Item4_JosefinSlab,15
6816994598,173013020,4/10/18 12:33,4/10/18 12:39,Laptop/Desktop,86,Female,Allen,TX,75002,USA,22500,Pescatarian,"No, but I was tempted to.",> 60,Female,"$10,000-$24,999",West South Central,Windows Desktop / Laptop,Item4_JosefinSans,12
6816986436,173013020,4/10/18 12:31,4/10/18 12:36,Laptop/Desktop,48,Female,New Castle,DE,19720,U.S.A,55000,Other,No.,45-60,Female,"$125,000-$149,999",South Atlantic,Windows Desktop / Laptop,Item4_Roboto,15
6816983953,173013020,4/10/18 12:30,4/10/18 12:34,Laptop/Desktop,48,Female,Germantown,MD,20874,USA,150000,Other,No.,45-60,Female,"$125,000-$149,999",South Atlantic,Windows Desktop / Laptop,Item4_RobotoSlab,9
6816978650,173013020,4/10/18 12:28,4/10/18 12:34,Laptop/Desktop,58,Female,Rock Island ,IL,61201,USA,52000,Other,No.,45-60,Female,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,Item4_PTSerif,45
6816968542,173013020,4/10/18 12:25,4/10/18 12:27,Laptop/Desktop,55,Female,Media,PA,19063,USA,0,Vegan,No.,45-60,Female,"$125,000-$149,999",Middle Atlantic,Windows Desktop / Laptop,Item4_JosefinSans,11
6816957089,173013020,4/10/18 12:21,4/10/18 12:24,Laptop/Desktop,42,Female,Harrisburg,PA,17111,United States,100000,Other,No.,30-44,Female,"$125,000-$149,999",Middle Atlantic,Windows Desktop / Laptop,Item4_JosefinSlab,25
6816954043,173013020,4/10/18 12:20,4/10/18 12:23,Laptop/Desktop,63,Female,Dearborn,MI,48128-2406,United States,45000,Omnivore,No.,> 60,Female,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,Item4_JosefinSans,13
6816925956,173013020,4/10/18 12:10,4/10/18 12:16,Laptop/Desktop,82,Female,Pearl City,HI,96782,usa,70000,Other,No.,> 60,Female,"$200,000+",Pacific,MacOS Desktop / Laptop,Item4_Roboto,10
6816884072,173013020,4/10/18 11:56,4/10/18 12:00,Laptop/Desktop,71,Female,Lac Cruces,NM,88011,USA,24000,Omnivore,No.,> 60,Female,"$25,000-$49,999",Mountain,Windows Desktop / Laptop,Item4_RobotoSlab,10
6816871387,173013020,4/10/18 11:51,4/10/18 11:55,Laptop/Desktop,26,Male,Harlingen,TX,78550,USA,143500,Omnivore,No.,18-29,Male,"$10,000-$24,999",West South Central,Windows Desktop / Laptop,Item4_PTSans,12
6816863468,173013020,4/10/18 11:47,4/10/18 11:52,Laptop/Desktop,49,Male,Washington,NJ,7882,United States,150000,Omnivore,No.,> 60,Male,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,Item4_Roboto,14
6816862845,173013020,4/10/18 11:48,4/10/18 11:55,Laptop/Desktop,74,Female,Hudson,NC,28638,USA,45000,Omnivore,No.,> 60,Female,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,Item4_JosefinSans,15.95
6816840812,173013020,4/10/18 11:41,4/10/18 11:44,Laptop/Desktop,21,Female,Orlando,FL,32818-1253,United States,0,Other,No.,18-29,Female,"$10,000-$24,999",South Atlantic,Windows Desktop / Laptop,Item4_PTSans,30
6816829739,173013020,4/10/18 11:37,4/10/18 11:43,Laptop/Desktop,23,Female,Silver Spring,MD,20910,USA,65205,Other,No.,18-29,Female,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop,Item4_RobotoSlab,30
6816807167,173013020,4/10/18 11:30,4/10/18 11:33,Laptop/Desktop,47,Male,Northampton,MA,1060,United States,20000,Vegetarian,No.,45-60,Male,"$25,000-$49,999",New England,Windows Desktop / Laptop,Item4_JosefinSans,9.99
6816803780,173013020,4/10/18 11:29,4/10/18 11:33,Laptop/Desktop,51,Female,spokane,WA,99204,USA,50000,Omnivore,No.,45-60,Female,"$25,000-$49,999",Pacific,Windows Desktop / Laptop,Item4_PTSans,20
6816784549,173013020,4/10/18 11:23,4/10/18 11:25,Laptop/Desktop,35,Female,Seattle,WA,98102,United States,100000,Omnivore,No.,30-44,Female,"$100,000-$124,999",Pacific,MacOS Desktop / Laptop,Item4_JosefinSlab,14
6816753959,173013020,4/10/18 11:13,4/10/18 11:16,Laptop/Desktop,61,Female,morgantown,WV,26501,usa,34000,Other,No.,> 60,Female,"$50,000-$74,999",East North Central,Other,Item4_JosefinSlab,10
6816751627,173013020,4/10/18 11:12,4/10/18 11:21,Laptop/Desktop,57,Female,Columbus,OH,43227,United States,170000,Other,No.,45-60,Female,"$175,000-$199,999",East North Central,Windows Desktop / Laptop,Item4_Roboto,8.5
6816751212,173013020,4/10/18 11:12,4/10/18 11:17,Laptop/Desktop,71,Male,Tallahassee,FL,32301,us,60000,Omnivore,No.,> 60,Male,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,Item4_JosefinSans,12
6816747807,173013020,4/10/18 11:11,4/10/18 11:15,Laptop/Desktop,48,Female,Pembroke Pines,FL,33027,United States,32000,Vegan,No.,45-60,Female,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,Item4_PTSerif,16
6816735344,173013020,4/10/18 11:07,4/10/18 11:12,Laptop/Desktop,50,Female,Groveland ,MA,1834,USA ,15000,Other,No.,45-60,Female,"$10,000-$24,999",New England,iOS Phone / Tablet,Item4_PTSans,15
6816722685,173013020,4/10/18 11:03,4/10/18 11:07,Laptop/Desktop,59,Female,Cleveland,OH,44115,US,75000,Omnivore,No.,45-60,Male,"$100,000-$124,999",East North Central,Other,Item4_PTSans,12
6816714571,173013020,4/10/18 11:00,4/10/18 11:03,Laptop/Desktop,44,Female,Palm Coast,FL,32164,USA,85000,Omnivore,"No, but I was tempted to.",30-44,Female,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,Item4_JosefinSlab,18
6816714442,173013020,4/10/18 11:00,4/10/18 11:03,Laptop/Desktop,28,Female,Phoenix,AZ,85021,USA,39000,Vegetarian,No.,18-29,Female,"$10,000-$24,999",Mountain,Windows Desktop / Laptop,Item4_PTSans,18
6816708637,173013020,4/10/18 10:58,4/10/18 11:02,Laptop/Desktop,18,Female,Ellicott City,MD,21043,USA,0,Omnivore,"No, but I was tempted to.",18-29,Female,Prefer not to answer,South Atlantic,Windows Desktop / Laptop,Item4_JosefinSlab,15
6816698121,173013020,4/10/18 10:55,4/10/18 10:58,Laptop/Desktop,47,Female,Washington,NJ,7882,United States,15000,Vegan,No.,45-60,Female,"$10,000-$24,999",Middle Atlantic,MacOS Desktop / Laptop,Item4_JosefinSlab,10
6816692001,173013020,4/10/18 10:53,4/10/18 10:57,Laptop/Desktop,24,Female,Pine Hill,NM,87358,usa,19000,Omnivore,"No, but I was tempted to.",18-29,Female,"$10,000-$24,999",Mountain,Windows Desktop / Laptop,Item4_JosefinSlab,18
6816653708,173013020,4/10/18 10:42,4/10/18 10:47,Laptop/Desktop,59,Male,Columbia Station,OH,44028,United States,90000,Omnivore,No.,45-60,Male,"$100,000-$124,999",East North Central,Windows Desktop / Laptop,Item4_RobotoSlab,12
6816652222,173013020,4/10/18 10:41,4/10/18 10:51,Laptop/Desktop,56,Female,Walkersville,MD,21793,USA,64000,Other,No.,45-60,Female,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,Item4_PTSerif,9.95
6816641051,173013020,4/10/18 10:38,4/10/18 10:44,Laptop/Desktop,70,Female,Phoenix,AZ,85032,United States,89000,Omnivore,No.,> 60,Female,"$75,000-$99,999",Mountain,Other,Item4_PTSans,10
6816637906,173013020,4/10/18 10:37,4/10/18 10:40,Laptop/Desktop,58,Female,Osceola,WI,54020,USA,80000,Omnivore,"Yes, and I found the actual prices from the actual restaurants.",45-60,Female,"$175,000-$199,999",East North Central,Windows Desktop / Laptop,Item4_PTSans,8.95
6816627136,173013020,4/10/18 10:34,4/10/18 10:40,Laptop/Desktop,63,Female,Northwood,NH,3261,United States,50800,Omnivore,No.,> 60,Female,"$50,000-$74,999",New England,Windows Desktop / Laptop,Item4_RobotoSlab,12
6816624589,173013020,4/10/18 10:33,4/10/18 10:38,Laptop/Desktop,75,Female,Cocoa,FL,32926,United States,15000,Omnivore,No.,> 60,Female,"$10,000-$24,999",South Atlantic,Windows Desktop / Laptop,Item4_PTSans,10
6816621236,173013020,4/10/18 10:32,4/10/18 10:35,Laptop/Desktop,57,Female,Grand Rapids,MI,49548,USA,75000,Omnivore,"No, but I was tempted to.",45-60,Female,"$75,000-$99,999",East North Central,Windows Desktop / Laptop,Item4_JosefinSlab,25.99
6816611345,173013020,4/10/18 10:29,4/10/18 10:33,Laptop/Desktop,68,Male,E Haddam,CT,6423,USA,40000,Omnivore,No.,> 60,Male,"$25,000-$49,999",New England,Windows Desktop / Laptop,Item4_PTSerif,10
6816610128,173013020,4/10/18 10:28,4/10/18 10:39,Laptop/Desktop,36,Female,Lansing,MI,48854,Ingham,32000,Omnivore,No.,30-44,Female,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,Item4_Roboto,12
6816604886,173013020,4/10/18 10:27,4/10/18 10:31,Laptop/Desktop,57,Female,Fleetwood,PA,19522,United States,125000,Omnivore,No.,45-60,Female,"$125,000-$149,999",Middle Atlantic,Windows Desktop / Laptop,Item4_PTSerif,30
6816595463,173013020,4/10/18 10:24,4/10/18 10:28,Laptop/Desktop,24,Female,maysville ,NC,28555,usa,38000,Omnivore,No.,18-29,Female,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,Item4_PTSerif,17
6816591728,173013020,4/10/18 10:22,4/10/18 10:28,Laptop/Desktop,35,Female,Allen,TX,75013,United States,70000,Omnivore,No.,30-44,Female,"$0-$9,999",West South Central,MacOS Desktop / Laptop,Item4_PTSerif,50
6816588720,173013020,4/10/18 10:20,4/10/18 10:25,Laptop/Desktop,48,Male,Colorado Spgs,CO,80917,United States,175000,Omnivore,No.,45-60,Male,"$100,000-$124,999",Mountain,Windows Desktop / Laptop,Item4_JosefinSans,14
6816581496,173013020,4/10/18 10:19,4/10/18 10:24,Laptop/Desktop,73,Male,Newark,DE,19711,USA,0,Omnivore,No.,> 60,Male,Prefer not to answer,South Atlantic,MacOS Desktop / Laptop,Item4_Roboto,14.5
6816556546,173013020,4/10/18 10:12,4/10/18 10:16,Laptop/Desktop,67,Female,Port St. Lucie,FL,34953,US,7000,Omnivore,No.,> 60,Female,"$10,000-$24,999",South Atlantic,Windows Desktop / Laptop,Item4_Roboto,10
6816544227,173013020,4/10/18 10:08,4/10/18 10:16,Laptop/Desktop,19,Female,CANDOR,NY,13743,United States,10000,Omnivore,No.,18-29,Female,"$75,000-$99,999",Middle Atlantic,Windows Desktop / Laptop,Item4_PTSerif,7.95
6816537712,173013020,4/10/18 10:06,4/10/18 10:10,Laptop/Desktop,19,Female,Cincinnati,OH,45219,USA,100000,Other,No.,18-29,Female,Prefer not to answer,East North Central,MacOS Desktop / Laptop,Item4_PTSerif,12
6816509794,173013020,4/10/18 9:56,4/10/18 10:08,Laptop/Desktop,75,Female,Algonquin,IL,60102,United States,25000,Vegetarian,No.,> 60,Female,"$10,000-$24,999",East North Central,Windows Desktop / Laptop,Item4_PTSans,12
6816504480,173013020,4/10/18 9:55,4/10/18 9:59,Laptop/Desktop,18,Female,plainview,NY,11803,USA,100000,Omnivore,No.,18-29,Female,"$25,000-$49,999",Middle Atlantic,MacOS Desktop / Laptop,Item4_JosefinSlab,32
6816500769,173013020,4/10/18 9:54,4/10/18 9:57,Laptop/Desktop,60,Male,"athens, tx",TX,75751,usa,39000,Pescatarian,No.,> 60,Male,"$25,000-$49,999",West South Central,Windows Desktop / Laptop,Item4_JosefinSans,10
6816488949,173013020,4/10/18 9:50,4/10/18 10:05,Laptop/Desktop,65,Do not wish to answer.,Oblong,IL,62449,US,85000,Other,No.,> 60,Male,"$75,000-$99,999",East North Central,Windows Desktop / Laptop,Item4_Roboto,25
6816476145,173013020,4/10/18 9:46,4/10/18 9:49,Laptop/Desktop,63,Male,Bettendorf,IA,52722,United States,100000,Omnivore,No.,> 60,Male,"$200,000+",West North Central,Windows Desktop / Laptop,Item4_PTSans,20
6816452661,173013020,4/10/18 9:38,4/10/18 9:41,Laptop/Desktop,52,Female,CHICAGO,IL,60634,US,50000,Omnivore,No.,45-60,Female,Prefer not to answer,East North Central,Windows Desktop / Laptop,Item4_PTSans,12
6816442337,173013020,4/10/18 9:35,4/10/18 9:40,Laptop/Desktop,62,Female,Grand Rapids,MI,49503,USA,49999,Other,No.,> 60,Female,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,Item4_PTSerif,15
6816432944,173013020,4/10/18 9:32,4/10/18 9:37,Laptop/Desktop,20,Female,Fort Hood,TX,36031,US,21000,Pescatarian,No.,18-29,Female,"$10,000-$24,999",East South Central,Windows Desktop / Laptop,Item4_Roboto,20
6816429128,173013020,4/10/18 9:27,4/10/18 9:35,Laptop/Desktop,64,Female,San Francisco,CA,94123,United States,38000,Omnivore,No.,> 60,Female,"$25,000-$49,999",West North Central,Windows Desktop / Laptop,Item4_RobotoSlab,8
6816425684,173013020,4/10/18 8:50,4/10/18 9:37,Laptop/Desktop,49,Female,Pasadena,CA,91104,USA,100000,Vegetarian,No.,45-60,Female,"$200,000+",Pacific,MacOS Desktop / Laptop,Item4_JosefinSans,15
6816375019,173013020,4/10/18 9:13,4/10/18 9:18,Laptop/Desktop,52,Male,Appleton,WI,54914,usa,70000,Omnivore,No.,45-60,Male,"$75,000-$99,999",East North Central,Windows Desktop / Laptop,Item4_PTSans,33
6816351162,173013020,4/10/18 9:06,4/10/18 9:10,Laptop/Desktop,39,Female,Scottsdale,AZ,85260,USA,250000,Other,No.,30-44,Female,"$200,000+",Mountain,Windows Desktop / Laptop,Item4_PTSans,13
6816348956,173013020,4/10/18 9:05,4/10/18 9:19,Laptop/Desktop,77,Male,Aurora,CO,80010,USA,55000,Other,No.,> 60,Male,"$50,000-$74,999",Mountain,Windows Desktop / Laptop,Item4_PTSerif,15
6816341377,173013020,4/10/18 9:03,4/10/18 9:05,Laptop/Desktop,32,Female,Atlanta,GA,30327,USA,53000,Other,No.,30-44,Female,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,Item4_RobotoSlab,15
6816332257,173013020,4/10/18 8:59,4/10/18 9:08,Laptop/Desktop,55,Female,Tuckerton,NJ,8087,US,40000,Other,No.,45-60,Female,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop,Item4_RobotoSlab,15
6816294229,173013020,4/10/18 8:47,4/10/18 8:54,Laptop/Desktop,51,Female,Troy,NY,12180,USA,54000,Pescatarian,No.,45-60,Female,"$100,000-$124,999",Middle Atlantic,Windows Desktop / Laptop,Item4_PTSerif,20
6816284975,173013020,4/10/18 8:44,4/10/18 8:52,Laptop/Desktop,58,Female,East Norwich,NY,11732,USA,80000,Other,No.,45-60,Female,"$75,000-$99,999",Middle Atlantic,Windows Desktop / Laptop,Item4_JosefinSlab,15
6816278175,173013020,4/10/18 8:42,4/10/18 8:46,Laptop/Desktop,59,Female,pleasantville,NJ,8232,USa,20000,Omnivore,No.,45-60,Female,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,Item4_JosefinSlab,11
6816245873,173013020,4/10/18 8:32,4/10/18 8:36,Laptop/Desktop,54,Female,Mason,OH,45040,USA,20000,Other,No.,45-60,Female,"$50,000-$74,999",East North Central,Windows Desktop / Laptop,Item4_RobotoSlab,15
6816231651,173013020,4/10/18 8:27,4/10/18 8:30,Laptop/Desktop,29,Female,Newport News,VA,23602,United States,12000,Other,No.,18-29,Female,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,Item4_PTSerif,14
6816219378,173013020,4/10/18 8:23,4/10/18 8:27,Laptop/Desktop,45,Male,Cedar Park,TX,78613,USA,99750,Omnivore,No.,45-60,Male,"$75,000-$99,999",West South Central,Windows Desktop / Laptop,Item4_JosefinSlab,12.99
6816195098,173013020,4/10/18 8:16,4/10/18 8:19,Laptop/Desktop,37,Female,Pawtucket,RI,2861,USA,85000,Vegetarian,No.,30-44,Female,"$75,000-$99,999",New England,Windows Desktop / Laptop,Item4_RobotoSlab,10
6816193317,173013020,4/10/18 8:15,4/10/18 8:20,Laptop/Desktop,45,Male,Chamblee,GA,30341,United States,150000,Omnivore,No.,45-60,Male,"$175,000-$199,999",South Atlantic,Windows Desktop / Laptop,Item4_JosefinSlab,25
6816193109,173013020,4/10/18 8:15,4/10/18 8:19,Laptop/Desktop,32,Female,Warwick,RI,2886,USA,0,Omnivore,No.,30-44,Female,Prefer not to answer,New England,Windows Desktop / Laptop,Item4_Roboto,28
6816189964,173013020,4/10/18 8:14,4/10/18 8:51,Laptop/Desktop,59,Female,Houston,TX,77083,USA,27000,Omnivore,No.,45-60,Female,"$50,000-$74,999",West South Central,Windows Desktop / Laptop,Item4_JosefinSans,8
6816182077,173013020,4/10/18 8:12,4/10/18 8:15,Laptop/Desktop,49,Female,Shrewsbury,MA,1545,United States,120000,Other,No.,45-60,Female,"$100,000-$124,999",New England,Windows Desktop / Laptop,Item4_PTSans,21
6816154614,173013020,4/10/18 8:03,4/10/18 8:07,Laptop/Desktop,63,Female,Santa Fe,NM,87501,US,84000,Omnivore,"No, but I was tempted to.",> 60,Female,"$200,000+",Mountain,MacOS Desktop / Laptop,Item4_RobotoSlab,30
